,article_id,Reference_paper_id,Reference _paper_doi,Reference _paper_title,Reference _paper_venue,Reference _paper_year,Intent,Is_influential
645,10.1136/bmjopen-2016-012528,c3f144f704005498d78496eb5fba4b1ee5f88da7,10.1093/aje/kwq482,Use of a medical records linkage system to enumerate a dynamic population over time: the Rochester epidemiology project.,American journal of epidemiology,2011,methodology,False
646,10.1136/bmjopen-2016-012528,f2dba19ac24245b7f037106006f664597227cbf4,,Matching Data Using Sounds-Like Operators and SAS® Compare Functions,,2011,methodology,False
647,10.1136/bmjopen-2016-012528,281f53f3abd0772c00603e7bec2e6c4224e70448,10.1016/j.oooo.2012.07.434,Dermatomyositis: a contemporary review for oral health care providers.,"Oral surgery, oral medicine, oral pathology and oral radiology",2012,,False
648,10.1136/bmjopen-2016-012528,7583c3e1b2f0e9b554b09111c885756026137b7a,10.1016/j.mayocp.2011.11.009,Generalizability of epidemiological findings and public health decisions: an illustration from the Rochester Epidemiology Project.,Mayo Clinic proceedings,2012,background,False
649,10.1136/bmjopen-2016-012528,76b0849a2d6ac6cf0e7243157a8e12e56767bb65,10.1016/j.mayocp.2012.08.012,History of the Rochester Epidemiology Project: half a century of medical records linkage in a US population.,Mayo Clinic proceedings,2012,methodology background,False
650,10.1136/bmjopen-2016-012528,94921ccc2523f5be28a8402c09de3b63edb4a9b8,10.1111/j.1600-0528.2012.00718.x,"Oral health-related quality of life is important for patients, but what about populations?",Community dentistry and oral epidemiology,2012,,False
651,10.1136/bmjopen-2016-012528,c6deba5a358508916e735317aa7a37af59442a4d,10.1016/j.tripleo.2011.08.023,Dentistry and the myasthenia gravis patient: a review of the current state of the art.,"Oral surgery, oral medicine, oral pathology and oral radiology",2012,,False
652,10.1136/bmjopen-2016-012528,dfb32cbcd5923257690dcf692015ff49c28c6ca5,10.1093/ije/dys195,Data resource profile: the Rochester Epidemiology Project (REP) medical records-linkage system.,International journal of epidemiology,2012,background,False
653,10.1136/bmjopen-2016-012528,12cb1a709dfa940772380511a12bcee642cadcce,10.1136/amiajnl-2013-002230,BigMouth: a multi-institutional dental data repository,AMIA,2014,background,False
654,10.1136/bmjopen-2016-012528,a54bffd7b5537b3ce5481f75cdb64fb1bd9dfcd3,10.4103/2141-9248.117926,Oral Health and Menopause: A Comprehensive Review on Current Knowledge and Associated Dental Management,Annals of medical and health sciences research,2013,,False
655,10.1136/bmjopen-2016-012528,ccecdf63af8930ee7fb9135bfac20a97aab63f1a,10.1097/MAJ.0b013e31828983da,Impact of Osteoporosis and Its Treatment on Oral Health,The American journal of the medical sciences,2013,,False
656,10.1136/bmjopen-2016-012528,6c31afbbcf08f2a0179ea7d3d3733afe4a28c2bd,,Geriatric Oral Health: A Review Article,Journal of international oral health : JIOH,2014,,False
657,10.1136/bmjopen-2016-012528,cfb9d0a4b9e146f2fc5793bee8b101b2e2cafb10,10.1016/j.cden.2014.07.005,Systemic diseases and oral health.,Dental clinics of North America,2014,background,False
658,10.1111/eje.12203,baef5c6685cc25d52592b7900857efd1d34a731b,10.1001/JAMA.1997.03550020100049,Evidence-based Medicine: How to Practice and Teach EBM,,1997,,False
659,10.1111/eje.12203,7bbae8a5d1a35a7a7f7422ce3c9bbbb682351cd3,10.1016/S0011-8532(03)00049-1,Evidence based dentistry: design architecture.,Dental clinics of North America,2002,,False
660,10.1111/eje.12203,833b2368b25dffeb702de5a7141ceddc7fcea543,10.1016/S0011-8532(03)00044-2,What is evidence based dentistry?,Dental clinics of North America,2002,,False
661,10.1111/eje.12203,d8b9aeb90f3c944c763c2584c9bd277ae27e4d8c,,Information Retrieval: A Health and Biomedical Perspective,,2002,,False
662,10.1111/eje.12203,efe5f0f64fbc95eb04eef2f2cb3adbbb5633b544,10.1034/J.1600-0579.2002.00251.X,Information and communication technology among undergraduate dental students in Finland.,European journal of dental education : official journal of the Association for Dental Education in Europe,2002,,False
663,10.1111/eje.12203,8e795cd55858a7a7093cf3121ebdd1b8bd84c026,10.1136/bmj.329.7473.1017,What is the evidence that postgraduate teaching in evidence based medicine changes anything? A systematic review,BMJ : British Medical Journal,2004,,False
664,10.1111/eje.12203,b59aa87c39916522b86ed4fee0a14fc88998978a,10.1111/j.1365-2929.2004.01895.x,Factors that influence doctors' participation in clinical research,Medical education,2004,,False
665,10.1111/eje.12203,43d923896d185844b9c76bc1886672f8f4d17d8e,10.1111/J.1600-0579.2005.00369.X,Profile and competences for the European dentist.,European journal of dental education : official journal of the Association for Dental Education in Europe,2005,,False
666,10.1111/eje.12203,ada492168de6ba7203491a89d3414fc31a8392ea,10.1186/1472-6920-6-28,A survey of the use of electronic scientific information resources among medical and dental students,BMC medical education,2006,,False
667,10.1111/eje.12203,28a14822fa8b327a916143f6c0ab257921b47e42,10.1186/1472-6920-7-51,Medical theses as part of the scientific training in basic medical and dental education: experiences from Finland,BMC medical education,2007,,False
668,10.1111/eje.12203,b62474087843c1b1a1d2235bc25decbdab6a7657,10.1177/0310057X0703500420,"Learning and Teaching in Small Groups: Characteristics, Benefits, Problems and Approaches",Anaesthesia and intensive care,2007,,False
669,10.1111/eje.12203,21e8eb970567f37617d3d2cc8a2adfce745c6956,10.1002/9780470712184.CH6,Searching for Studies,,2008,,False
670,10.1111/eje.12203,535ce4ab69009407e85465bacf73fc22d8333da9,10.1111/j.1600-0579.2007.00480.x,Evidence-based care and the curriculum.,European journal of dental education : official journal of the Association for Dental Education in Europe,2008,,False
671,10.1111/eje.12203,404ce97f509618e41d63eaabd8124e0e5ea319c3,10.1002/J.0022-0337.2009.73.5.TB04736.X,Factors Affecting Postgraduate Dental Students’ Performance in a Biostatistics and Research Design Course,,2009,,False
672,10.1111/eje.12203,a6dece3171700e9172accfff79311daecc84dfcc,10.1111/j.1600-0579.2009.00609.x,Profile and competences for the graduating European dentist - update 2009.,European journal of dental education : official journal of the Association for Dental Education in Europe,2010,,False
673,10.1111/eje.12203,d473e3bc7e130c292a9dbf412d4e8539686b3d1e,10.3109/01421590903548539,Using team-based learning to prepare medical students for future problem-based learning,Medical teacher,2010,,False
674,10.1111/eje.12203,474618942b667e35c0ec846f680d0a87f43f57df,10.1093/ejo/cjq098,Knowledge of European orthodontic postgraduate students on biostatistics.,European journal of orthodontics,2011,,False
675,10.1111/eje.12203,47a346dba2024df7b261bce20e9a2e1ffa3651bd,,[Information retrieval and reading routines in medical students].,Duodecim; laaketieteellinen aikakauskirja,2011,,False
676,10.1111/eje.12203,c5cd5cb96e2db842bd151b589136d116b486a989,10.3109/0142159X.2011.565827,Teaching evidence-based medicine: Impact on students’ literature use and inpatient clinical documentation,Medical teacher,2011,,False
677,10.1111/eje.12203,06bd9111b3e41002bc7254cdf0831c1c53b475e0,10.1002/J.0022-0337.2013.77.10.TB05602.X,Evidence-based dentistry and clinical implementation by third-year dental students.,Journal of dental education,2013,,False
678,10.1111/eje.12203,415ca532fe9b60bd6bce021ae97bf94f74ae43b3,10.1016/j.joms.2012.03.010,Oral and maxillofacial surgery residents have poor understanding of biostatistics.,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,2013,,False
679,10.1111/eje.12203,bdde62f8fdcaa092e3943234a04c48f64bc8f53a,10.1177/0022034513508557,Integrating Research into Dental Student Training,Journal of dental research,2013,,False
680,10.1111/eje.12203,d3a80036af390c376b723bb9beda68c8ee091fe1,10.1111/j.1600-0579.2012.00771.x,"Journal-based learning, a new learning experience building on PBL at HKU.",European journal of dental education : official journal of the Association for Dental Education in Europe,2013,,False
681,10.1111/eje.12203,c6ddcf37d2d1f0620e97f569770a72f01bf00037,10.1007/978-1-4471-4474-8_21,Information Retrieval and Digital Libraries,,2014,,False
682,10.1111/eje.12203,f65c614d45b417d6dd70cf00847a00c905ceb98a,10.1111/eje.12088,The undergraduate degree project--preparing dental students for professional work and postgraduate studies?,European journal of dental education : official journal of the Association for Dental Education in Europe,2014,,False
683,10.1111/eje.12203,1404d20d159e69e523074fadff096b36649f700e,10.3109/00016357.2014.954612,The statistical reporting quality of articles published in 2010 in five dental journals,Acta odontologica Scandinavica,2015,,False
684,10.1111/eje.12203,e747368a4b1d876834d6a5f8dbb45ae28e30fab5,10.1016/j.jebdp.2014.08.002,Understanding and practice of evidence based search strategy among postgraduate dental students: a preliminary study.,The journal of evidence-based dental practice,2015,,False
685,10.1111/eje.12203,72e3ce91b84239602f71dec6a3dacfc884a7df6b,10.1002/j.0022-0337.2017.81.7.tb06299.x,ADEA Competencies for the New General Dentist.,Journal of dental education,2017,,False
686,10.1016/j.ijmedinf.2017.08.007,dfc0519026a20ab20b7f62602cc90f9addb73b33,10.1515/9783486731620-002,I,Edinburgh Medical and Surgical Journal,1824,background,False
687,10.1016/j.ijmedinf.2017.08.007,fd0c69df91f49c2e39da543e1fc4f047036d51ee,10.1097/00006199-196807000-00014,The Discovery of Grounded Theory: Strategies for Qualitative Research,,1968,,False
688,10.1016/j.ijmedinf.2017.08.007,ea85bd57170a3ec29f1b1440572961adba291e0f,10.2307/1423857,Analyzing Social Settings,,1971,background,False
689,10.1016/j.ijmedinf.2017.08.007,caf47c938df7834d1b6016b17a12aa2e87224cef,10.2307/2065853,"Belief, Attitude, Intention, and Behavior: An Introduction to Theory and Research",,1977,,False
690,10.1016/j.ijmedinf.2017.08.007,701794db80d368034a2ef12aeeda2569821bb8a8,,Theoretical Sensitivity: Advances in the Methodology of Grounded Theory,,1978,methodology,False
691,10.1016/j.ijmedinf.2017.08.007,ea349162d97873d4493502e205968ffccb23fcf2,10.2307/249008,"Perceived Usefulness, Perceived Ease of Use, and User Acceptance of Information Technology",MIS Q.,1989,methodology,False
692,10.1016/j.ijmedinf.2017.08.007,adc478b397f59a8613727898e40cc37b929ea164,10.2307/328955,Basics of Qualitative Research: Grounded Theory Procedures and Techniques,,1993,methodology background,True
693,10.1016/j.ijmedinf.2017.08.007,c7687f7a8683a76fa6c96ace79e5ce1c40ff868f,10.1007/BF00988593,"Grounded theory research: Procedures, canons, and evaluative criteria",,1990,,False
694,10.1016/j.ijmedinf.2017.08.007,a04145f1ca06c61f5985ab22a2346b788f343392,10.1287/isre.3.1.60,Information Systems Success: The Quest for the Dependent Variable,Inf. Syst. Res.,1992,,False
695,10.1016/j.ijmedinf.2017.08.007,313c59605af8232ff3983bcf556bbef4ccb3a8b5,,Real World Research: A Resource for Social Scientists and Practitioner-Researchers,,1993,methodology,False
696,10.1016/j.ijmedinf.2017.08.007,b44aa73bf35cb7164f75ca1464ee715037ebb171,,Qualitative Data Analysis: A User Friendly Guide for Social Scientists,,1993,,False
697,10.1016/j.ijmedinf.2017.08.007,d3acef85918e7478feb6021166dc0aa4a677d1cf,,Grounded theory methodology: An overview.,,1994,background,False
698,10.1016/j.ijmedinf.2017.08.007,2754cc589bb66d33607c437966c9857685a77e9a,,Fitting System Design to Work Practice:Using Observation in Evaluating A Clinical Imaging System,,1995,result,False
699,10.1016/j.ijmedinf.2017.08.007,406fdbe8910d4b7eddd8b189a7cd9857e35e419c,10.1055/S-0038-1634591,The learning process in the epistemology of medical information.,Methods of information in medicine,1995,result,False
700,10.1016/j.ijmedinf.2017.08.007,57179faffdc7cb3106c32872a823d2d53ef0d89f,10.1108/09593849510098262,Information systems and anthropology: and anthropological perspective on IT and organizational culture,Inf. Technol. People,1995,,False
701,10.1016/j.ijmedinf.2017.08.007,54ad179906bee37f09daac6bfbbe3b0761082fd0,10.1145/257874.257895,Clearing the way for physicians' use of clinical information systems,CACM,1997,,False
702,10.1016/j.ijmedinf.2017.08.007,30dac83dfc869ece1741c157d0b15ddf78abf765,,Intensive care unit bedside documentation systems. Realizing cost savings and quality improvements.,,1999,,False
703,10.1016/j.ijmedinf.2017.08.007,5e98218595ff349d5a6627edddae3c3fc1d30ec1,10.2307/249751,Information Technology Adoption Across Time: A Cross-Sectional Comparison of Pre-Adoption and Post-Adoption Beliefs,MIS Q.,1999,,False
704,10.1016/j.ijmedinf.2017.08.007,8624defbb14d30f15b66be83cb65ab8c0fb57cce,,Intensive care unit bedside documentation systems. Realizing cost savings and quality improvements.,Computers in nursing,1999,,False
705,10.1016/j.ijmedinf.2017.08.007,29e9c1b9c353ed14241cc73789398260c0d99ed4,10.1136/bmj.323.7313.625,The challenge of complexity in health care,BMJ : British Medical Journal,2001,,False
706,10.1016/j.ijmedinf.2017.08.007,2ae8ff8e2345e49e2fc34f43c7e82e198eaf5b4f,10.1136/bmj.323.7325.1344,Doctors' use of electronic medical records systems in hospitals: cross sectional survey,BMJ : British Medical Journal,2001,result,False
707,10.1016/j.ijmedinf.2017.08.007,4ca89a867dd044070bbda5bf1cabec600730ffdb,10.1016/S1386-5056(01)00200-3,Implementing information systems in health care organizations: myths and challenges,Int. J. Medical Informatics,2001,,False
708,10.1016/j.ijmedinf.2017.08.007,8afd99dab51515b36f99cb46dc99f39af6ae0636,10.1108/02635570110394635,A socio-technical framework for quality assessment of computer information systems,Ind. Manag. Data Syst.,2001,,False
709,10.1016/j.ijmedinf.2017.08.007,07bf40478b9ca51d39a90fbe8b13e840eae91087,,"If electronic medical records are so great, why aren't family physicians using them?",The Journal of family practice,2002,,False
710,10.1016/j.ijmedinf.2017.08.007,a1657061affd50c13c4e99fd9ec5ae74a894d932,10.1007/0-387-30329-4_15,Nursing Documentation Time During Implementation of an Electronic Medical Record,The Journal of nursing administration,2003,result,False
711,10.1016/j.ijmedinf.2017.08.007,e3e36cb6c0ec67e0253312328effcc15ca5b93b5,10.1016/S1386-5056(03)00131-X,Evaluation of health information systems - problems and challenges,Int. J. Medical Informatics,2003,,False
712,10.1016/j.ijmedinf.2017.08.007,f5ec59d1b915f16a5f21756f7d465d609cb8ff4d,10.1097/01.CCM.0000089637.53301.EF,Changes in intensive care unit nurse task activity after installation of a third-generation intensive care unit information system,Critical care medicine,2003,result,False
713,10.1016/j.ijmedinf.2017.08.007,10f465cce10924998ed17e0aee6266e28390a3df,,Critical Success Factors Relating to Healthcare's Adoption of New Technology: A Guide to Increasing the Likelihood of Successful Implementation,,2004,background,False
714,10.1016/j.ijmedinf.2017.08.007,4888b17464069956dd413d0520624a9a1f63dee4,,지각된 유용성(Perceived Usefulness)의 영향분석,,2004,methodology background,False
715,10.1016/j.ijmedinf.2017.08.007,764d2cc96a92d2ed29b592bb9feeda0f55f04831,10.1377/HLTHAFF.23.4.184,Overcoming barriers to adopting and implementing computerized physician order entry systems in U.S. hospitals.,Health affairs,2004,,False
716,10.1016/j.ijmedinf.2017.08.007,bbaf8fdc50474bf9c847850292be5685ab33761d,10.1111/J.1365-2648.2004.03079.X,Nurses' use of online clinical evidence.,Journal of advanced nursing,2004,background,False
717,10.1016/j.ijmedinf.2017.08.007,6706e74a4eb33d8638996cf244b4a6502c2e10a8,10.1258/135763305775124641,Electronic patient record systems and the general practitioner: An evaluation study,Journal of telemedicine and telecare,2005,,False
718,10.1016/j.ijmedinf.2017.08.007,764c88af43b64c48e25aa8ac1ad503a0ad87fcdc,10.1017/s0008423905239975,Citizens,Canadian Journal of Political Science,2005,,False
719,10.1016/j.ijmedinf.2017.08.007,a7cee728dee32a9418df8eb9fc30bf9b909a2862,,Human factors considerations relevant to CPOE implementations.,Journal of healthcare information management : JHIM,2005,,False
720,10.1016/j.ijmedinf.2017.08.007,0f7b40e50f3fedaa7eae20183f85aa95343a75e9,10.1016/J.IJMEDINF.2005.07.024,"Health information systems: Failure, success and improvisation",Int. J. Medical Informatics,2006,background,True
721,10.1016/j.ijmedinf.2017.08.007,187c078c75d57534678d849375e9392e61ef49f8,,EHRs in the exam room: tips on patient-centered care.,Family practice management,2006,,False
722,10.1016/j.ijmedinf.2017.08.007,5d30b745ec75a411a305acf91584120a79d055e3,10.7326/0003-4819-144-10-200605160-00125,"Systematic Review: Impact of Health Information Technology on Quality, Efficiency, and Costs of Medical Care",Annals of Internal Medicine,2006,,False
723,10.1016/j.ijmedinf.2017.08.007,aefd7d1b19241b146f9ec32d3970899deebe08b6,10.1016/j.ijmedinf.2005.08.002,"Health information systems - past, present, future",Int. J. Medical Informatics,2006,,False
724,10.1016/j.ijmedinf.2017.08.007,d7a095abc09ae979cd3aca937a1b0bb92c60a8b1,10.1197/jamia.M2025,"White Paper: Personal Health Records: Definitions, Benefits, and Strategies for Overcoming Barriers to Adoption",J. Am. Medical Informatics Assoc.,2006,,False
725,10.1016/j.ijmedinf.2017.08.007,2f6aae6275b9c1107cc989d8f9bfe3a032568b39,10.1007/s10916-007-9088-6,The Use of Information Technologies Among Rural and Urban Physicians in Florida,Journal of Medical Systems,2007,background,False
726,10.1016/j.ijmedinf.2017.08.007,4c9579ef208e0fa3d8156092c595feefc591de40,10.1007/s10916-007-9089-5,Exploring Physician Adoption of EMRs: A Multi-Case Analysis,Journal of Medical Systems,2007,background,False
727,10.1016/j.ijmedinf.2017.08.007,5e9251bd36e4846c6693bf71c404eaf9d1b57782,10.1111/J.1467-923X.2007.00871.X,IS success and failure: the problem of scale,,2007,,False
728,10.1016/j.ijmedinf.2017.08.007,8ed26c33bbaa14e18bb9a50c784f2230a6194a52,10.1145/1247001.1247008,Time to rethink health care and ICT?,CACM,2007,,False
729,10.1016/j.ijmedinf.2017.08.007,b5f47d3bb5c87203d0d7085997acb33c9c8614d9,10.1093/INTQHC/MZM031,Improving quality through effective implementation of information technology in healthcare.,International journal for quality in health care : journal of the International Society for Quality in Health Care,2007,background,False
730,10.1016/j.ijmedinf.2017.08.007,b6d7705c73736c496d3bd0868b1e05b8d38edf34,10.1197/jamia.M2335,Research Paper: A Qualitative Investigation of the Content of Dental Paper-based and Computer-based Patient Record Formats,J. Am. Medical Informatics Assoc.,2007,background,False
731,10.1016/j.ijmedinf.2017.08.007,edc0f13cfcf893dd3fa0979d0f4faeb175435b1c,10.1001/ARCHINTE.167.5.507,Physicians and electronic health records: a statewide survey.,Archives of internal medicine,2007,,False
732,10.1016/j.ijmedinf.2017.08.007,51abfeeba48493f9059915b4bc12fe482a06e3df,10.1080/03075070802049251,Making learning visible: the role of concept mapping in higher education,,2008,methodology,False
733,10.1016/j.ijmedinf.2017.08.007,e87ca2dde7d97e8a75985f2e50272f66afbc25e4,10.14236/JHI.V16I2.685,The role of the electronic medical record (EMR) in care delivery development in developing countries: a systematic review.,Informatics in primary care,2008,,False
734,10.1016/j.ijmedinf.2017.08.007,3f155e36785877b23ebc16737f01a13092e705a2,10.2307/20650295,Adoption of Electronic Health Records in the Presence of Privacy Concerns: The Elaboration Likelihood Model and Individual Persuasion,MIS Q.,2009,,False
735,10.1016/j.ijmedinf.2017.08.007,79a3090858b9befcf2efa498207760d3da781909,10.1016/j.ijmedinf.2008.06.005,Adopting electronic medical records in primary care: Lessons learned from health information systems implementation experience in seven countries,Int. J. Medical Informatics,2009,,False
736,10.1016/j.ijmedinf.2017.08.007,83e147912187a3be9ed8e99514e8e7ceaddcb614,10.1111/j.1365-2753.2008.00975.x,"Electronic health records: use, barriers and satisfaction among physicians who care for black and Hispanic patients.",Journal of evaluation in clinical practice,2009,,False
737,10.1016/j.ijmedinf.2017.08.007,ac66e9e945d02d87b7668924aaf01f46f1705fb6,10.1016/j.ijmedinf.2009.02.004,The alignment of information systems with organizational objectives and strategies in health care,Int. J. Medical Informatics,2009,,False
738,10.1016/j.ijmedinf.2017.08.007,caaf56cfbc1cdeb876da4208788aab35f71d167b,10.1197/jamia.M3042,Research Paper: Resistance Is Futile: But It Is Slowing the Pace of EHR Adoption Nonetheless,J. Am. Medical Informatics Assoc.,2009,background,False
739,10.1016/j.ijmedinf.2017.08.007,f2037fcf688bec3b52623e4f16d88a341783ba1d,10.1197/jamia.M2997,White Paper: Health IT Success and Failure: Recommendations from Literature and an AMIA Workshop,J. Am. Medical Informatics Assoc.,2009,,False
740,10.1016/j.ijmedinf.2017.08.007,fd05001cf99ce0e494e399868beb77d1f75683c5,,e-Government Implementation and Leadership - the Brunei Case Study,,2009,,False
741,10.1016/j.ijmedinf.2017.08.007,35effb5ca6e1f2f4c00a5ad86bfda300a66268ec,10.1136/bmj.c4564,Implementation and adoption of nationwide electronic health records in secondary care in England: qualitative analysis of interim results from a prospective national evaluation,BMJ : British Medical Journal,2010,,False
742,10.1016/j.ijmedinf.2017.08.007,95151f527c6427b080da0140fbc6ff2cace5e25c,10.1177/1460458210380523,Overcoming barriers to electronic medical record (EMR) implementation in the US healthcare system: A comparative study,Health Informatics J.,2010,,False
743,10.1016/j.ijmedinf.2017.08.007,a064728e8ee045ad90000c4f70fb65845d39e077,10.1177/1460458210377480,Factors influencing the use of IT in the emergency department: A qualitative study,Health Informatics J.,2010,background,False
744,10.1016/j.ijmedinf.2017.08.007,b066d8ee08928b90f72f3cae2032d605de0e1926,10.1177/160940691000900106,Using Concept Mapping to Enhance the Research Interview,,2010,methodology,False
745,10.1016/j.ijmedinf.2017.08.007,b9dbc942e91673f09134c5154bcee28cd1cbcd78,10.1186/1472-6963-10-S2-A19,The funding system and incentives in Portuguese hospitals,BMC Health Services Research,2010,,False
746,10.1016/j.ijmedinf.2017.08.007,bfb222f997b4ef44425c7885e30b27d06c7546e3,10.1016/j.ijmedinf.2009.12.002,Critical areas of national electronic health record programs - Is our focus correct?,Int. J. Medical Informatics,2010,,False
747,10.1016/j.ijmedinf.2017.08.007,c08195431894378c10d7eae7c280ade051855471,,Integrating medical and dental records. A new frontier in health information management.,Journal of AHIMA,2010,background,False
748,10.1016/j.ijmedinf.2017.08.007,dccca4d9b3b3852e9bdf8f4e0e93dfee187086be,10.1186/1472-6963-10-231,Barriers to the acceptance of electronic medical records by physicians from systematic review to taxonomy and interventions,BMC health services research,2010,background,False
749,10.1016/j.ijmedinf.2017.08.007,1d1082f7f18e5066c8d32f94dc0c6debda680e92,10.1111/j.1601-0825.2011.01794.x,Advancing oral medicine through informatics and information technology: a proposed framework and strategy.,Oral diseases,2011,background,False
750,10.1016/j.ijmedinf.2017.08.007,5cc898174102f3a07423529519ba11c246592df2,10.1080/13645579.2010.494930,The place of the literature review in grounded theory research,,2011,background,False
751,10.1016/j.ijmedinf.2017.08.007,73f49431e23c196b1533ec897c5fcf47f0d3e1e2,10.1177/183335831104000206,"Citizens, Patients and Policy: A Challenge for Australia's National Electronic Health Record",Health information management : journal of the Health Information Management Association of Australia,2011,,False
752,10.1016/j.ijmedinf.2017.08.007,8a9d9bfad963a511c6396f4e33ab441476001664,10.12927/HCQ.2011.22157,From benefits evaluation to clinical adoption: making sense of health information system success in Canada.,Healthcare quarterly,2011,,False
753,10.1016/j.ijmedinf.2017.08.007,a7974473c6dd9e798ff2bef8c162b4e6831838ef,10.1097/PTS.0b013e3182388cfa,What Stands in the Way of Technology-Mediated Patient Safety Improvements? A Study of Facilitators and Barriers to Physicians’ Use of Electronic Health Records,Journal of patient safety,2011,,False
754,10.1016/j.ijmedinf.2017.08.007,b110b3351dd72449c8e84d0dd5ab9a9eea1ae874,,Real World Research,,2011,,False
755,10.1016/j.ijmedinf.2017.08.007,d9db3db82a8cb008091f5410999f89ee5589ddba,10.1016/j.ijmedinf.2011.09.005,Healthcare professionals' organisational barriers to health information technologies - A literature review,Int. J. Medical Informatics,2011,background,False
756,10.1016/j.ijmedinf.2017.08.007,ddb842f086b86003f45cd4cc91ca9b4ba3fe0a6c,10.1136/ebnurs.2011.100352,Qualitative data analysis,Evidence Based Nursing,2011,methodology background,False
757,10.1016/j.ijmedinf.2017.08.007,1b0b4c9d97212f6aefae3875e961df1b99fe17f0,10.1136/amiajnl-2012-000901,Clinical documentation: composition or synthesis?,J. Am. Medical Informatics Assoc.,2012,background,False
758,10.1016/j.ijmedinf.2017.08.007,3bbbe98bad62094475df121ea42526485ccfd5de,10.1016/j.ijmedinf.2012.04.010,High rate EHR adoption in Korea and health IT rise in Asia,Int. J. Medical Informatics,2012,,False
759,10.1016/j.ijmedinf.2017.08.007,aec3d837252a15f984b67e8eeaa86910d9a0ecdd,10.1136/amiajnl-2011-000289,"Focus on health information technology, electronic health records and their financial impact: Medication administration quality and health information technology: a national study of US hospitals",J. Am. Medical Informatics Assoc.,2012,,False
760,10.1016/j.ijmedinf.2017.08.007,06724396a7de09f92d6d5cf8170d1b5a97c0432d,10.1007/978-3-642-39173-6_33,Usability Problems in Patient- and Clinician-Oriented Health Information Systems: What Are They and How Do They Differ?,HCI,2013,,False
761,10.1016/j.ijmedinf.2017.08.007,0da6211ff22c5fa36e3fb37eccb90855b7213ae9,10.1136/amiajnl-2012-001422,Measuring value for money: a scoping review on economic evaluation of health information systems,J. Am. Medical Informatics Assoc.,2013,,False
762,10.1016/j.ijmedinf.2017.08.007,1477816c44f97e560d48b79f4fc11f49c013dae2,10.2196/jmir.2356,Patient Experiences With Full Electronic Access to Health Records and Clinical Notes Through the My HealtheVet Personal Health Record Pilot: Qualitative Study,Journal of medical Internet research,2013,,False
763,10.1016/j.ijmedinf.2017.08.007,8314bd31f602bd91c846726cfe5a8e24fac5576b,10.1016/j.ijmedinf.2013.07.004,The trends in EMR and CPOE adoption in Japan under the national strategy,Int. J. Medical Informatics,2013,,False
764,10.1016/j.ijmedinf.2017.08.007,a55c6887ba9e76348044828e9f8648fedbf6143c,10.1111/j.1365-2575.2011.00389.x,Understanding post‐adoption IS usage stages: an empirical assessment of self‐service information systems,Inf. Syst. J.,2013,,False
765,10.1016/j.ijmedinf.2017.08.007,a9f2a5537207640b6e19a361d92bf6cf14ac321f,10.1016/j.ijmedinf.2012.05.018,Detection and characterization of usability problems in structured data entry interfaces in dentistry,Int. J. Medical Informatics,2013,background,False
766,10.1016/j.ijmedinf.2017.08.007,aaaa3316872e80d47aadd4f05c3958f1722ce2ec,10.5455/aim.2013.21.129-134,Barriers for Adopting Electronic Health Records (EHRs) by Physicians,Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,2013,,False
767,10.1016/j.ijmedinf.2017.08.007,aad271acaac5c7eb8c4ad75f1510c419e104cdb6,10.1016/S1553-7250(13)39019-9,Enhancing electronic health record usability in pediatric patient care: a scenario-based approach.,Joint Commission journal on quality and patient safety,2013,background,False
768,10.1016/j.ijmedinf.2017.08.007,ac1a7e1af4609a9ad212aab4c3c8cae1ae5a7d0e,10.14219/JADA.ARCHIVE.2013.0229,Dental care providers' and patients' perceptions of the effect of health information technology in the dental care setting.,Journal of the American Dental Association,2013,background,False
769,10.1016/j.ijmedinf.2017.08.007,b2b603c49a44c931c25106877ad3b85e9299e327,10.1097/MLR.0b013e31829b1d48,Challenges in Using Electronic Health Record Data for CER: Experience of 4 Learning Organizations and Solutions Applied,Medical care,2013,background,False
770,10.1016/j.ijmedinf.2017.08.007,e141ebf8d5d37a245c11fcc090518ad400e1e428,10.2196/jmir.2494,Analysis of the Security and Privacy Requirements of Cloud-Based Electronic Health Records Systems,Journal of medical Internet research,2013,,False
771,10.1016/j.ijmedinf.2017.08.007,e56d4b8bf6fde4d8c264f845f1ba363d9c53c550,10.1016/j.ijmedinf.2012.10.007,Organizational issues in the implementation and adoption of health information technology innovations: An interpretative review,Int. J. Medical Informatics,2013,,False
772,10.1016/j.ijmedinf.2017.08.007,ef711bfa096b26eb6f9fdc2f5b5553d4ba63493b,10.1016/j.dss.2012.10.003,Health information technology and its impact on the quality and cost of healthcare delivery,Decis. Support Syst.,2013,,False
773,10.1016/j.ijmedinf.2017.08.007,f48e47eff74538595657f859b2fc980c2da83477,10.1186/1472-6947-13-58,A study of general practitioners’ perspectives on electronic medical records systems in NHSScotland,BMC Medical Informatics and Decision Making,2013,background,False
774,10.1016/j.ijmedinf.2017.08.007,023b2fb2ca95b3a56998f97287901f1ddaa6f67e,10.1007/s11606-014-3049-9,Designing a Patient-Centered User Interface for Access Decisions about EHR Data: Implications from Patient Interviews,Journal of General Internal Medicine,2014,background,False
