url,Year,Title,Authors,Venue (Journal Name or Conference),DOI,DOI - Yes/No,Summary,,
https://journals.sagepub.com/doi/10.1177/154407370301700111,2003,Informatics systems to assess and apply clinical research on dental restorative materials,K J Anusavice 1,Advances in Dental Research,https://doi.org/10.1177/154407370301700111,yes,"data from Studies of the clinical performance of restorations and prostheses made from dental biomaterials have generally focused on quality assessment and survival statistics are taken. This data gave out the probabilities of specific treatment outcomes. Greater emphasis should be placed on courses in dental schools that provide instruction on (1) clinical study design, (2) comparative analyses of clinical data from many studies (3) the appropriate use of informatics systems for data acquisition, data analysis, and development of appropriate treatment models to enhance transfer of this information to clinical practices. ",,
https://www.researchgate.net/profile/Craig-Johnson-32/publication/281135762_Hypertutorial_and_Conventional_Web-Based_Lessons_Evaluated_Similarly_by_Dental_Postgraduates_in_Health_Informatics_Statistics_Course/links/55d7faf808aec156b9aa2bb9/Hypertutorial-and-Conventional-Web-Based-Lessons-Evaluated-Similarly-by-Dental-Postgraduates-in-Health-Informatics-Statistics-Course.pdf,2003,Hypertutorial and conventional web-based lessons evaluated similarly by dental postgraduates in health informatics statistics course.,"Johnson, Craig W., Puneet Katyal, John Frenzel, and Asma Ali.","In Proceedings IMIA Working Group on Education Conference, April",,no,"Twenty-seven dental postgraduate students, enrolled in a Web-based Statistical Methods in Health Informatics course. students were randomly assigned to Hypertutorial versus “conventional"" Web-based instructional methodologies for the first of 22 Web-based statistics lessons. No significant differences were found between the two methods of instruction. The study illustrates some of the difficulties inherent in conducting rigorous randomized controlled studies in open Web-based field settings.",,
https://web.a.ebscohost.com/ehost/detail/detail?vid=2&sid=ea39629f-6e57-47db-8742-65e0d1a07f39%40sessionmgr4006&bdata=JnNjb3BlPXNpdGU%3d#AN=16013211&db=cmedm,2002,Bioinformatics and approaches to identifying polygenic susceptibility traits,Weir BS,Annals of periodontology  ,10.1902/annals.2002.7.1.1,not working,This paper addresses the role that the analysis of genome-wide data might play in helping to understand the molecular determinants of periodontal risk. ,,
https://link.springer.com/chapter/10.1007%2F978-3-319-98298-4_11,2019,Health Information Technology Considerations of Medical and Dental Data Integration,"Torres-Urquidy M.H., Powell V., Geist SM.R.Y., Mishra S., Chaudhari M., Allen M."," In: Acharya A., Powell V., Torres-Urquidy M., Posteraro R., Thyvalikakath T. (eds) Integration of Medical and Dental Care and Patient Data. Health Informatics. Springer, Cham. ",https://doi.org/10.1007/978-3-319-98298-4_11,yes,"the article reviewed  the conditions that can benefit from integrated approaches, the technologies currently being used in clinical care, and also supportive factors to integration.",,
https://onlinelibrary.wiley.com/doi/abs/10.21815/JDE.019.089,2019,Cost Comparison of an On-Premise IT Solution with a Cloud-Based Solution for Electronic Health Records in a Dental School Clinic,"Lynn Johnson 1, Cassandra Callaghan 2, Madhan Balasubramanian 2, Haris Haq 2, Heiko Spallek 2",Journal of dental education, https://doi.org/10.21815/JDE.019.089,yes," The aim of this study was to examine the cost-benefits of a cloud-based EHR compared to an on-premise client-server EHR in the University of Michigan School of Dentistry (U-M Dent). Data were collected in 2016 from the U-M Dent cost-benefit comparison of tangible and intangible factors associated with implementing a new EHR, using the Total Cost of Ownership (TCO) framework from EDUCAUSE.  This study found that a cloud-based EHR system in the U-M Dent offered significant cost savings and unique benefits that were not available with the on-premise EHR solution. Based on cost, the U-M Dent has made a case for cloud-based EHR systems.",,
https://onlinelibrary.wiley.com/doi/abs/10.1111/joor.12655,2018,Differential diagnosis of jaw pain using informatics technology,"Y Nam 1, H-G Kim 2, H-S Kho",Journal of Oral Rehabiliation,https://doi.org/10.1111/joor.12655,yes,"This study aimed to deduce evidence-based clinical clues that differentiate temporomandibular disorders (TMD)-mimicking conditions from genuine TMD by text mining using natural language processing (NLP) and recursive partitioning. We compared the medical records of 29 patients diagnosed with TMD-mimicking conditions and 290 patients diagnosed with genuine TMD. In conclusion, this study showed that AI technology-based methods could be applied in the field of differential diagnosis of orofacial pain disorders.",,
https://onlinelibrary.wiley.com/doi/10.21815/JDE.018.135,2018,"Trends in First-Year Dental Students' Information Technology Knowledge and Use: Results from a U.S. Dental School in 2009, 2012, and 2017","Mark Scarbecz 1, Edward J DeSchepper 2",Journal of Dental Education,https://doi.org/10.21815/JDE.018.135,yes," The aim of this study was to retrospectively analyze survey data regarding IT use and knowledge collected from first-year dental students at one U.S. dental school in 2009, 2012, and 2017. Data were collected from an anonymous survey of these students as part of a D1 course called Informatics and Evaluation of Dental Literature. the students reported low levels of knowledge about IT security, and the three years of survey data showed that IT security knowledge had declined over time. These findings have implications for dental educators, including the need for methods for training students to protect their personal data and that of their patients.",,
https://pubmed.ncbi.nlm.nih.gov/27139408/,2016,Medical Informatics and Information Technology Supporting Oral Medicine,"Janat Zvárová 1, Karel Chleborád 2, Karel Zvára 1, Tat'jána Dostálová 2",Studies in Health Technology Informatics,PMID: 27139408,no,the article discusss the role of infomatics role in revolution of dental education. ,,
https://link.springer.com/chapter/10.1007%2F978-3-319-17272-9_9,2015,Applying HCI Principles in Designing Usable Systems for Dentistry,"Kalenderian E., Walji M., Ramoni R.  ","In: Patel V., Kannampallil T., Kaufman D. (eds) Cognitive Informatics for Biomedicine. Health Informatics. Springer, Cham. pp 189-213.",https://doi.org/10.1007/978-3-319-17272-9_9,yes,"In this chapter, we describe an application of HCI principles to our effort to bring a newly developed dental diagnostic terminology into dental clinics through implementation in a dental EHR. ",,
https://www.sciencedirect.com/science/article/pii/S1532338214000979?via%3Dihub,2014,How a Modified Approach to Dental Coding Can Benefit Personal and Professional Development With Improved Clinical Outcomes,"RaymondLam, EstieKruger, MarcTennant",Journal of Evidence Based Dental Practice,https://doi.org/10.1016/j.jebdp.2013.12.002,yes,"The aim of this paper is to outline how a modified approach to dental coding may benefit clinical and population level research. Using publically assessable data obtained from the Australian Chronic Disease Dental Scheme and item codes contained within the Australian Schedule of Dental Services and Glossary, a suggested approach to dental informatics is illustrated. These codes are amenable to dental informatics which has been shown to enhance research at both the clinical and population level. This is a cost effective method to supplement existing research methods.",,
https://www.nature.com/articles/sj.bdj.2013.157,2013,The use of information and communication technology (ICT) in dentistry,N. J. Knott,British dental journal ,https://doi.org/10.1038/sj.bdj.2013.157,yes,This article identifies widespread problems associated with breaches of electronic commerce laws. Lists a number of precautions to help practice principals understand their professional responsibilities and how to protect patient information. Suggests the GDC should introduce a compulsory verifiable CPD module – the use of ICT as part of the new professional standards guidelines. ,,
https://www.bibliomed.org/mnsfulltext/6/6-1327219945.pdf?1637282737,2012,Information systems in dentistry ,Masic F, Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,https://doi.org/10.5455/aim.2012.20.47-55,yes,"Using descriptive metods by retreiiving literature we analyzed the latest solutions in information and telecommunications technology is the basis for building an effective and efficient health system. Very important are the goals of this project and the achievement of other uses and benefits, improving overall care for patients and policy holders, increasing the speed and accuracy of diagnosis in determining treatment using electronic diagnostic and therapeutic guidelines. The system according to the HL7 standard represents electronic documents which eliminate the need for paper documents and a variety of daily and monthly reports of doctors who are still in use today, and the doctor and nurse are almost completely freed of administrative tasks.",,
https://onlinelibrary.wiley.com/doi/10.1002/j.0022-0337.2012.76.1.tb05241.x,2012,From information technology to informatics: the information revolution in dental education,"Titus K Schleyer 1, Thankam P Thyvalikakath, Heiko Spallek, Michael P Dziabiak, Lynn A Johnson",Journal of dental education, https://doi.org/10.1002/j.0022-0337.2012.76.1.tb05241.x,yes,"The article focuses on information techcnological changes in dentistry. Challenges and opportunities that can improve the clinical care, education and research with IT. Evidence based dentistry and preventive management stratergies can be implimented by using electronic health records.  Research opportunities include reusing clinical care data for research studies, helping advance computational methods for research, applying generalizable research tools in dentistry, and reusing research data and scientific workflows. ",,
https://pubmed.ncbi.nlm.nih.gov/21894874/,2011,“Digidontics”: the computerization of restorative dentistry--a case report,"Schroder, B. K.  ","Compendium of Continuing Education in Dentistry (Jamesburg, N.J. : 1995) ",PMID: 21894874,no,"Among many technological advancements, computers have permeated the mainstream of restorative dentistry.  This case presentation demonstrates how cone beam computerized tomography (CBCT) and a dedicated digital impressioning system can be used alongside conventional techniques to obtain excellent esthetic and functional results.",,
https://pubmed.ncbi.nlm.nih.gov/21877381/,2011,New online management software and DICOM viewer for dentistry,"Cardelli, P., Turrini, R., Bulletti, A., Castelli, G., Vanini, A., & Pagnoni, A",International Journal of Computerized Dentistry,PMID: 21877381,no,"The purpose of this article is to explain the architecture, characteristics, and advantages related to Web-based Management Software. In particular, this article describes the first Web-based Electronic Medical Record (DocSapiens.com), which is able to view and edit DICOM files directly online.",,
https://www.quintessence-publishing.com/deu/en/article/833480,2011,Input devices in the dental environment,Frank E,International journal of computerized dentistr,PMID: 22141236,no,the article talks about the billing softwares and its improvements over the years when compared to manual biling. ,,
https://www.karger.com/Article/Abstract/328669,2011,Validity of an information and communication technology system for data capture in epidemiological studies,Carvalho JC; Bottenberg P; Declerck D; van Nieuwenhuysen JP; Vanobbergen J; Nyssen M;,Caries research  ,https://doi.org/10.1159/000328669,yes," study aimed to develop and validate a system of electronic data capture for oral health surveys at a national level – Oral Survey-B – and to identify the advantages and disadvantages of the electronic system in comparison with the traditional handwritten data capture. A randomized one-period crossover design was used with two formats of data capture, i.e. electronic followed by handwritten or handwritten followed by electronic system.  The overall accuracy of forms without any error was 73.4% for the electronic and 62.5% for the handwritten data capture. Significantly lower percentages of errors and less time were observed for the electronic data capture.",,
https://onlinelibrary.wiley.com/doi/10.1111/j.1601-0825.2011.01794.x,2011,Advancing oral medicine through informatics and information technology: a proposed framework and strategy,"T Schleyer 1, U Mattsson, R Ní Ríordáin, V Brailo, M Glick, R B Zain, M Jontell",Oral Disease,10.1111/j.1601-0825.2011.01794.x,yes,"this paper reviews the needs of and requirements for information technology support of oral medicine and proposes an agenda designed to meet those needs. For oral medicine, this agenda includes analyzing and reviewing current clinical and documentation practices, working toward progressively standardizing clinical data, and helping define requirements for oral medicine systems. Successfully advancing IT support for oral medicine will require close coordination and collaboration among oral medicine professionals, information technology professionals, system vendors, and funding agencies. If current barriers and obstacles are overcome, practice and research in oral medicine stand ready to derive significant benefits from the application of information technology.",,
http://d-scholarship.pitt.edu/14090/1/eJHI.pdf,2011,Informatics innovation in clinical care: A visionary scenario for dentistry.,"Schleyer T,  Thyvalikakath TP, Smailagic A", Electronic Journal of Health Informatics,ISSN 1446-4381,no," In this project, we developed a visionary scenario to identify opportunities for improving patient care in dentistry. In the scenario, patients and care providers are supported by a ubiquitous, embedded computing infrastructure that captures and processes data streams from multiple sources.",,
https://bmcmedinformdecismak.biomedcentral.com/articles/10.1186/1472-6947-10-7,2010,How information systems should support the information needs of general dentists in clinical settings: suggestions from a qualitative study,"Mei Song 1, Heiko Spallek, Deborah Polk, Titus Schleyer, Teena Wali",BMC medical informatics and decision making,10.1186/1472-6947-10-7,yes," The purpose of this study is to identify general dentists' information needs and the information sources they use to meet those needs in clinical settings so as to inform the design of dental information systems. A semi-structured interview was conducted with a convenience sample of 18 general dentists in the Pittsburgh area during clinical hours. One hundred and five patient cases were reported by these dentists. Interview transcripts were coded and analyzed using thematic analysis with a constant comparative method to identify categories and themes regarding information needs and information source use patterns. Dentists have various information needs at the point of care. Among them, the needs for better visual representation and patient-specific evidence-based information are mostly unmet.",,
https://pubmed.ncbi.nlm.nih.gov/20388817/,2010,Health Information Technology Systems profoundly impact users: a case study in a dental school,Hill HK; Stewart DC; Ash JS,Journal of dental education ,PMID: 20388817,no,"The purpose of this study was to increase our understanding of the impact of Health Information Technology Systems (HITS) on dental school users when the systems are integrated into chair-side patient care. We used qualitative research methods, including interviews, focus groups, and observations, to capture the experiences of HITS users at a single institution. Users included administrators, clinical faculty members, predoctoral students, support staff, and residents. The data were analyzed using a grounded theory approach, and nine themes emerged. ",,
https://pubmed.ncbi.nlm.nih.gov/22046740/,2010,IT and security considerations for online clinical records,Williams PA,Annals of the Royal Australasian College of Dental Surgeons," Vol. 20, pp. 66-70.",no,the article focusing on how dentistry can take the advantage of electronic health records as there is no restricition towards the e-health.  ,,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3114442/,2010,"Consortium for oral health-related informatics: improving dental research, education, and treatment","Paul C Stark 1, Elsbeth Kalenderian, Joel M White, Muhammad F Walji, Denice C L Stewart, Nicole Kimmes, Thomas R Meng Jr, George P Willis, Ted DeVries, Robert J Chapman, Consortium for Oral Health-Related Informatics (COHRI)",Journal of dental education,PMID: 20930236,no,"In 2007, fourteen dental schools formed the Consortium for Oral Health-Related Informatics (COHRI). To date, COHRI has been successful in developing a data repository, pilot-testing data integration, and sharing EHR enhancements among the group. This consortium has collaborated on standardizing medical and dental histories, developing diagnostic terminology, and promoting the utilization of informatics in dental education. The consortium is in the process of assembling the largest oral health database ever created. This will be an invaluable resource for research and provide a foundation for evidence-based dentistry for years to come.",,
https://pubmed.ncbi.nlm.nih.gov/18998943/,2008,A preliminary comparison of speech recognition functionality in dental practice management systems,Irwin JY; Schleyer T, American Medical Informatics Association : Annual Symposium proceedings. AMIA Symposium ,PMID: 18998943,no,"In this study, we examined speech recognition functionality in four leading dental practice management systems. Twenty dental students used voice to chart a simulated patient with 18 findings in each system. Results show it can take over a minute to chart one finding and that users frequently have to repeat commands. Limited functionality, poor usability and a high error rate appear to retard adoption of speech recognition in dentistry.",,
https://onlinelibrary.wiley.com/doi/10.1111/j.1600-0579.2007.00483.x,2008,Potential of information technology in dental education,"N Mattheos 1, N Stefanovic, P Apse, R Attstrom, J Buchanan, P Brown, A Camilleri, R Care, E Fabrikant, S Gundersen, S Honkala, L Johnson, I Jonas, A Kavadella, J Moreira, I Peroz, D G Perryer, R Seemann, M Tansy, H F Thomas, J Tsuruta, S Uribe, I Urtane, T F Walsh, J Zimmerman, A D Walmsley",European Journal of Dental Education,10.1111/j.1600-0579.2007.00483.x,yes," paper focuses on those methods where IT can assist in the education and competence development of dental students and dentists (e.g. e-learning, distance learning, simulations and computer-based assessment). ",,
https://www.sciencedirect.com/science/article/pii/S0889540607001989,2007,Remote access of electronic patient data with cellular wireless broadband technology,Mupparapu M,"American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",https://doi.org/10.1016/j.ajodo.2006.07.023,yes,This article discusses the various broadband technologies that are available for the orthodontist as a techno-savvy consumer and the availability of wide area networks that include third-generation cellular technologies that can be used for remote access of patient data. This article discusses the various broadband technologies that are available for the orthodontist as a techno-savvy consumer and the availability of wide area networks that include third-generation cellular technologies that can be used for remote access of patient data.,,
https://onlinelibrary.wiley.com/doi/abs/10.1002/j.0022-0337.2005.69.3.tb03927.x?sid=nlm%3Apubmed,2005, Use of information and communication technology among dental students at the University of Jordan,"Rajab, L. D., & Baqain, Z. H.", Journal of dental education,https://doi.org/10.1002/j.0022-0337.2005.69.3.tb03927.x,yes,"The aim of this study was to investigate the current knowledge, skills, and opinions of undergraduate dental students at the University of Jordan with respect to information communication technology (ICT). Dental students from the second, third, fourth, and fifth years were asked to complete a questionnaire presented in a lecture at the end of the second semester in the 2002–03 academic year. The response rate was 81 percent.  Dental students at the University of Jordan have access to substantial IT resources and demonstrated attitudes toward the computer and Internet technology and use that were similar to other students in other nations. However, the educational use of ICT among Jordanian students remains low.",,
https://journals.sagepub.com/doi/full/10.1177/154407370301700118,2003,The role of information technology and informatics research in the dentist-patient relationship,M Kirshner 1,Advances in Dental Research,https://doi.org/10.1177/154407370301700118,yes," This paper examines the intersection of the key features of the doctor-patient relationship and a variety of Internet-based, clinical, and administrative applications used in dental practice. This paper discusses the role of dental informatics research vis-à-vis the doctor-patient relationship and explores how it may inform the next generation of information technologies used in dental practice.",,
https://journals.sagepub.com/doi/full/10.1177/154405910208100902,2002,Two decades of computerized information technologies in dental radiography,Ann Wenzel 1,Journal of Dental Education,https://doi.org/10.1177/154405910208100902,yes,The author describes her experiences in developing a radiology department utilizing digital radiography in dentistry.,,
https://www.sciencedirect.com/science/article/abs/pii/S0011853202000022?via%3Dihub,2002,Information retrieval on the Internet: a guide for dental practitioners,Heiko Spallek 1,Dental Clinics of North America ,https://doi.org/10.1016/S0011-8532(02)00002-2,yes,"this is a  guide for dental practinoers on information retrieval on the internet. As internet is not designed ro find information quickly. If they find the information we cannot validate the search results. internet search engines help users to search and find relevant inforamtion. Searchers use these services, which are usually free, to satisfy their information needs. Knowing when to use which search engine and how to use it is crucial to finding the right information in a timely fashion.",,
https://www.thieme-connect.de/products/ejournals/abstract/10.1055/s-0040-1709506,2020,Leveraging Electronic Dental Record Data for Clinical Research in the National Dental PBRN Practices,"Thankam Paul Thyvalikakath 1 2, William D Duncan 3, Zasim Siddiqui 1, Michelle LaPradd 4, George Eckert 4, Titus Schleyer 2 5, Donald Brad Rindal 6, Mark Jurkovich 6, Tracy Shea 6, Gregg H Gilbert 7, National Dental PBRN Collaborative Group",Applied Clinical Informatics,10.1055/s-0040-1709506,yes,"The aim of this study is to determine the feasibility of conducting clinical research using electronic dental record (EDR) data from U.S. solo and small-group general dental practices in the National Dental Practice-Based Research Network (network) and evaluate the data completeness and correctness before performing survival analyses of root canal treatment (RCT) and posterior composite restorations (PCR).  Ninety-nine network general dentistry practices that used Dentrix or EagleSoft EDR shared de-identified data of patients who received PCR and/or RCT on permanent teeth through October 31, 2015. This study established the feasibility of using EDR data integrated from multiple distinct solo and small-group network practices for longitudinal studies to assess treatment outcomes. The results laid the groundwork for a learning health system that enables practitioners to learn about their patients' outcomes by using data from their own practice.",,
https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-020-00222-0,2020,"Structuring, reuse and analysis of electronic dental data using the Oral Health and Disease Ontology","William D Duncan 1 2, Thankam Thyvalikakath 3 4, Melissa Haendel 5, Carlo Torniai 6, Pedro Hernandez 7, Mei Song 8, Amit Acharya 9, Daniel J Caplan 10, Titus Schleyer 3 11, Alan Ruttenberg 12",Journal of Biomedical Research,https://doi.org/10.1186/s13326-020-00222-0,yes,"the researchers have developed the open-source Oral Health and Disease Ontology (OHD) and our instance-based representation as a framework for dental and medical health care information. The OHD contains over 1900 classes and 59 relationships. Most of the classes and relationships were imported from existing OBO Foundry ontologies. they conducted queries using SPARQL and statistical analysis code in R to demonstrate how to perform clinical research using a framework such as the OHD, and we compare our results with previous studies. This proof-of-concept project translated data from a single practice. By using dental practice data, we demonstrate that the OHD and the instance-based approach are sufficient to represent data generated in real-world, routine clinical settings. While the OHD is applicable to integration of data from multiple practices with different dental EHR systems, we intend our work to be understood as a prospective design for EHR data storage that would simplify medical informatics.",,
https://journals.sagepub.com/doi/10.1177/2380084419892550,2020,Finding Dental Harm to Patients through Electronic Health Record-Based Triggers,"M F Walji 1, A Yansane 2, N B Hebballi 1, A M Ibarra-Noriega 1, K K Kookal 1, S Tungare 1, K Kent 3, R McPharlin 3, V Delattre 1, E Obadan-Udoh 2, O Tokede 4, J White 2, E Kalenderian 2",JDR Clinical and Translational Research,https://doi.org/10.1177/2380084419892550,yes,"To improve care, we must first determine the types and frequency of harms that patients experience.  Mining data from electronic health records is a promising means of efficiently detecting possible adverse events (AEs). We developed 7 electronic triggers (electronic health record based) to flag patient charts that contain distinct events common to AEs. Of the 1,885 charts reviewed, 16.2% contained an AE.  By developing these triggers and a process to identify harm, we can now start measuring AEs, which is the first step to mitigating harm in the future.",,
https://onlinelibrary.wiley.com/doi/10.1111/jphd.12354,2020, Using big data to promote precision oral health in the context of a learning healthcare system ,"Finkelstein, J., Zhang, F., Levitin, S. A., & Cappelli, D.",Journal of public health dentistry ,https://doi.org/10.1111/jphd.12354,yes,"This article examines how to improve healthcare delivery this can be accomplished by utilizing big data. the current challenges are  lack of up-to-date evidence, the limited integrative analytical data sets, and the slow translations to routine care delivery. The data can be gathered from four major streams: patients, clinical data, biological data, and normative data sets. All these must then be uniformly combined for analysis and modelling and the meaningful findings can be implemented clinically. ",,
https://www.thieme-connect.de/products/ejournals/abstract/10.1055/s-0039-1688832,2019,Improving Oral-Systemic Healthcare through the Interoperability of Electronic Medical and Dental Records: An Exploratory Study.,"Simon, L., Obadan-Udoh, E., Yansane, A. I., Gharpure, A., Licht, S., Calvo, J., Deschner, J., Damanaki, A., Hackenberg, B., Walji, M., Spallek, H., & Kalenderian, E", Applied clinical informatics ,https://doi.org/10.1055/s-0039-1688832,yes,"The purpose of this study was to assess current information sharing and the value of improved electronic information sharing among physicians and dentists in Germany and the United States. A survey was validated and distributed electronically to physicians and dentists at four academic medical centers. Respondents were asked anonymously about EHR use and the medical and dental information most valuable to their practice.  Both dentists and physicians believed that an interoperable EHR would be useful to practice, but desired information was different between these groups.",,
https://www.karger.com/Article/FullText/499700,2019,Developing and Testing Electronic Health Record-Derived Caries Indices,"Joel M White 1 2, Elizabeth A Mertz 3 4 5, Joanna M Mullins 6, Joshua B Even 6, Trey Guy 6, Elena Blaga 6, Aubri M Kottek 4 5, Shwetha V Kumar 7, Suhasini Bangar 7, Ram Vaderhobli 3, Ryan Brandon 6, William Santo 3 4, Larry Jenson 3, Stuart A Gansky 3 4 5 8",Caries Research,https://doi.org/10.1159/000499700,yes,"the researchers are using electronic health records to find dental caries indices. This study’s objective was to design, test, and validate an automated program (Valid Electronic Health Record Dental Caries Indices Calculator Tool [VERDICT]) to calculate caries indices from an electronic health record (EHR).  Four university clinician-researchers abstracted EHR caries exam data for 45 synthetic use cases into the EDC and post-processed with SAS software creating a gold standard to compare the ­VERDICT-derived caries indices. Then, 2 senior researchers abstracted EHR caries exam data and calculated caries indices for 24 patients, allowing further comparisons to VERDICT indices. This study has successfully demonstrated the validity of the designed and programmed automated procedures using EHR data to determine caries indices (VERDICT). Caries indices, important primary outcome measures for research and patient care, can be reliably derived from an EHR. ",,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6447991/,2019,Completeness of electronic dental records in a student clinic: retrospective analysis,"Levitin, Seth Aaron, John T. Grbic, and Joseph Finkelstein","JMIR medical informatics,", 10.2196/13008,yes,"The goal of this study was to assess the completeness of electronic patient records in a student clinic. Overall, 296 definitive cases of alveolar osteitis were identified. Only 22% (64/296) of cases contained a diagnostic code. There was a significant discrepancy between the index category frequency in alveolar osteitis cases documented by dental students and in the population (reported in peer-reviewed literature). More attention to clinical documentation skills is warranted in dental student training.",,
https://www.thieme-connect.de/products/ejournals/abstract/10.1055/s-0038-1667331,2018,Adoption of Electronic Dental Records: Examining the Influence of Practice Characteristics on Adoption in One State. ,"Chauhan, Z., Samarah, M., Unertl, K. M., & Jones, M. W.","Applied clinical informatics,",  https://doi.org/10.1055/s-0038-1667331,yes,"researchers  ran two multivariate models on EDR adoption and certification-capable EHR adoption to determine environmental and organizational factors associated with adoption. They have conducted telephone survey of a 10-item questionnaire using disproportionate stratified sampling procedure of 149 dental clinics in Tennessee in 2017 measuring adoption of dental information technology (IT) (EDRs and certification-capable EHRs) and practice characteristics, including region, rurality, specialty, and practice size. ",,
https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-0039-1681088,2018,Leveraging Electronic Dental Record Data to Classify Patients Based on Their Smoking Intensity,"J Patel 1 2, Z Siddiqui 1, A Krishnan 1, T P Thyvalikakath 1 2 3",methods of information in medicine ,  https://doi.org/10.1055/s-0039-1681088,yes,"the objective is to To determine patients' detailed smoking status based on smoking intensity from the EDR. Researchers have successfully extracted smoking history from electronic health records (EHRs) using text mining methods. However, they could not retrieve patients' smoking intensity due to its limited availability in the EHR. First, the authors created a reference standard of 3,296 unique patients’ smoking histories from the EDR that classified patients based on their smoking intensity. Next, they trained three machine learning classifiers (support vector machine, random forest, and naïve Bayes) using the training set (2,176) and evaluated performances on test set (1,120) using precision (P), recall (R), and F-measure (F). Finally, they applied the best classifier to classify smoking status from an additional 3,114 patients’ smoking histories. EDR data could serve as a valuable source for obtaining patients' detailed smoking information based on their smoking intensity that may not be readily available in the EHR.",,
https://bmjopen.bmj.com/content/7/3/e012528,2017, Linking medical and dental health record data: a partnership with the Rochester Epidemiology Project.,"St Sauver, J. L., Carr, A. B., Yawn, B. P., Grossardt, B. R., Bock-Goodner, C. M., Klein, L. L., Pankratz, J. J., Finney Rutten, L. J., & Rocca, W. A. ",BMJ open, https://doi.org/10.1136/bmjopen-2016-012528,yes," The purpose of this project was to expand the Rochester Epidemiology Project (REP) medical records linkage infrastructure to include data from oral healthcare providers. The goal of this linkage is to facilitate research studies examining the role of oral health in overall health and quality of life. The REP study team has linked oral healthcare information with medical record information from local healthcare providers for 31 750 participants who have resided in Olmsted County, Minnesota. A first study using this new information was recently completed. This resource was used to determine whether the 2007 guidelines from the American Heart Association affected prescription rates of antibiotics to patients with moderate-risk cardiac conditions prior to dental procedures. they will continue to use this research infrastructure to investigate associations between oral and medical health, and will present findings at conferences and in the scientific literature.",,
https://www.sciencedirect.com/science/article/pii/S1386505617302204?via%3Dihub,2017,Perceived critical success factors of electronic health record system implementation in a dental clinic context: An organisational management perspective,"Yusof HajiSidek, Jorge TiagoMartins",International Journal of Medical Informatics,https://doi.org/10.1016/j.ijmedinf.2017.08.007,yes,"This article aims to identify the perceived critical success factors of EHR system implementation in a dental clinic context. We used Grounded Theory to analyse data collected in the context of Brunei’s national EHR − the Healthcare Information and Management System (Bru-HIMS). Data analysis followed the stages of open, axial and selective coding. Six perceived critical success factors emerged: usability of the system, emergent behaviours, requirements analysis, training, change management, and project organisation. The study identified a mismatch between end-users and product owner/vendor perspectives.",,
https://www.sciencedirect.com/science/article/abs/pii/S0002817717300946?via%3Dihub,2017,Medical care providers’ perspectives on dental information needs in electronic health records,"AmitAcharyaBDS, MS, PhD.NeelShimpiBDS, MM. AndreaMahnkeMS. RichardMathiasDDS. ZhanYePhD",The Journal of the American Dental Association,https://doi.org/10.1016/j.adaj.2017.01.026,yes,"The authors conducted this study to identify the most relevant patient dental information in a medical-dental integrated electronic health record (iEHR) necessary for medical care providers to inform holistic treatment. The authors collected input from a diverse sample of 65 participants from a large, regional health system representing 13 medical specialties and administrative units. The authors collected feedback from participants through 11 focus group sessions. Study participants identified dental data of highest relevance to medical care providers and recommended implementation of user-friendly access to dental data in iEHRs as crucial to holistic care delivery. ",,
http://www.clinmedres.org/content/15/3-4/59,2017,Update on Electronic Dental Record and Clinical Computing Adoption Among Dental Practices in the United States,"Amit Acharya 1, Dixie Schroeder 2, Kelsey Schwei 2, Po-Huang Chyou 3",clinical medicine and research,10.3121/cmr.2017.1380,yes,"This study sought to re-characterize trends and factors affecting electronic dental record (EDR) and technologies adoption by dental practices and the impact of the Health Information Technology for Economic and Clinical Health (HITECH) act on adoption rates through 2012. A 39-question survey was disseminated nationally over 3 months using a novel, statistically-modeled approach informed by early response rates to achieve a predetermined sample. Adoption of EDR in dental offices in the United States was higher in 2012 than electronic health record adoption rates in medical offices and was not driven by the HITECH program. Patient portal adoption among dental practices in the United States remained low.",,
https://ebooks.iospress.nl/publication/48428,2017,Extraction and Evaluation of Medication Data from Electronic Dental Records,"Yue Wang 1, Zasim Siddiqui 1, Anand Krishnan 1, Jay Patel 1, Thankam Thyvalikakath 1",Studies in Health Technology and Informatics,  https://doi.org/10.3233/978-1-61499-830-3-1290,yes,"In this study, the researchers developed a system to extract medication information from 
electronic dental records (EDRs) and provided patient distribution by the number of medications. This study demonstrated the need to capture lexical variants for medication extraction from EDRs. Additionally, this study showed that majority of dental patients are taking at least one medication.",,
